station_id,facility_id,name,visn_id,ref_date,main_facility,new_enrollee,ewl_count,ewl_under_14,ewl_under_30,ewl_under_60,ewl_under_90,ewl_under_120,ewl_over_120
528A8,99999,"albany, ny",02,2015-04-15,0,115,497,26,36,131,251,14,39
528A8,528A8,albany,02,2015-04-15,1,0,496,26,36,130,251,14,39
528A8,528G1,malone,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528G2,westport,02,2015-04-15,0,0,1,0,0,1,0,0,0
528A8,528G3,bainbridge,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528G6,fonda,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528G7,catskill,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GT,glens falls,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GV,plattsburgh,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GW,schenectady,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GX,troy,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GY,clifton park,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A8,528GZ,kingston,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A6,99999,"bath, ny",02,2015-04-15,0,5,25,8,7,7,3,0,0
528A6,528A6,bath,02,2015-04-15,1,0,25,8,7,7,3,0,0
528A6,528G4,elmira,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A6,528G8,wellsville,02,2015-04-15,0,0,0,0,0,0,0,0,0
528,99999,"western new york, ny",02,2015-04-15,0,25,36,26,8,1,1,0,0
528,528,"upstate new york hcs, buffalo ny",02,2015-04-15,1,0,33,23,8,1,1,0,0
528,528A4,upstate new york hcs-batavia,02,2015-04-15,0,0,2,2,0,0,0,0,0
528,528GB,jamestown,02,2015-04-15,0,0,0,0,0,0,0,0,0
528,528GC,dunkirk,02,2015-04-15,0,0,0,0,0,0,0,0,0
528,528GD,niagara falls,02,2015-04-15,0,0,0,0,0,0,0,0,0
528,528GK,lockport,02,2015-04-15,0,0,0,0,0,0,0,0,0
528,528GQ,lackawanna,02,2015-04-15,0,0,1,1,0,0,0,0,0
528,528GR,olean,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A5,99999,"canandaigua, ny",02,2015-04-15,0,23,12,6,1,2,1,0,2
528A5,528A5,canandaigua,02,2015-04-15,1,0,8,2,1,2,1,0,2
528A5,528GE,rochester,02,2015-04-15,0,0,4,4,0,0,0,0,0
528A5,528QM,canandaigua mobile medical uni,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A7,99999,"syracuse, ny",02,2015-04-15,0,11,70,48,9,6,6,1,0
528A7,528A7,syracuse,02,2015-04-15,1,0,10,8,1,1,0,0,0
528A7,528G5,auburn,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A7,528G9,cortland,02,2015-04-15,0,0,1,0,0,0,0,1,0
528A7,528GL,massena,02,2015-04-15,0,0,8,8,0,0,0,0,0
528A7,528GM,rome,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A7,528GN,binghamton,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A7,528GO,carthage,02,2015-04-15,0,0,51,32,8,5,6,0,0
528A7,528GP,oswego,02,2015-04-15,0,0,0,0,0,0,0,0,0
528A7,528MA,watertown des,02,2015-04-15,0,0,0,0,0,0,0,0,0
526,99999,"bronx, ny",03,2015-04-15,0,2,9,3,3,3,0,0,0
526,526,bronx,03,2015-04-15,1,0,9,3,3,3,0,0,0
526,526GA,white plains,03,2015-04-15,0,0,0,0,0,0,0,0,0
526,526GB,yonkers,03,2015-04-15,0,0,0,0,0,0,0,0,0
526,526GD,queens,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,99999,"new jersey hcs, nj",03,2015-04-15,0,1,1,1,0,0,0,0,0
561,561,new jersey hcs-east orange campus,03,2015-04-15,1,0,1,1,0,0,0,0,0
561,561A4,"new jersey hcs, nj - lyons campu",03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561BY,newark,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561BZ,brick,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GA,hamilton,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GB,elizabeth,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GD,hackensack/bergen county,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GE,jersey city,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GF,piscataway,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GH,morristown,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GI,tinton falls,03,2015-04-15,0,0,0,0,0,0,0,0,0
561,561GJ,paterson,03,2015-04-15,0,0,0,0,0,0,0,0,0
620,99999,"va hudson valley hcs, ny",03,2015-04-15,0,3,66,51,3,1,1,10,0
620,620,va hudson valley hcs-montrose ca,03,2015-04-15,1,0,18,6,0,1,1,10,0
620,620A4,va hudson valley hcs-castle poin,03,2015-04-15,0,0,36,34,2,0,0,0,0
620,620BU,vadom montrose,03,2015-04-15,0,0,0,0,0,0,0,0,0
620,620GA,new city (rockland county),03,2015-04-15,0,0,0,0,0,0,0,0,0
620,620GB,carmel (putnam county),03,2015-04-15,0,0,0,0,0,0,0,0,0
620,620GD,goshen,03,2015-04-15,0,0,10,9,1,0,0,0,0
620,620GE,port jervis,03,2015-04-15,0,0,1,1,0,0,0,0,0
620,620GF,harris (monticello),03,2015-04-15,0,0,1,1,0,0,0,0,0
620,620GG,poughkeepsie,03,2015-04-15,0,0,0,0,0,0,0,0,0
620,620GH,eastern dutchess,03,2015-04-15,0,0,0,0,0,0,0,0,0
620,620MA,ides west point,03,2015-04-15,0,0,0,0,0,0,0,0,0
630,99999,"new york harbor hcs, ny",03,2015-04-15,0,6,6,6,0,0,0,0,0
630,630,new york harbor hcs-new york cam,03,2015-04-15,1,0,3,3,0,0,0,0,0
630,630A4,new york harbor hcs-brooklyn ca,03,2015-04-15,0,0,2,2,0,0,0,0,0
630,630A5,new york harbor hcs-st. albans c,03,2015-04-15,0,0,1,1,0,0,0,0,0
630,630GA,harlem cboc,03,2015-04-15,0,0,0,0,0,0,0,0,0
630,630GB,staten island cboc,03,2015-04-15,0,0,0,0,0,0,0,0,0
630,630GC,chapel st cboc,03,2015-04-15,0,0,0,0,0,0,0,0,0
632,99999,"northport, ny",03,2015-04-15,0,0,323,27,24,24,35,16,192
632,632,northport,03,2015-04-15,1,0,322,26,24,24,35,16,192
632,632BU,northport vadom,03,2015-04-15,0,0,0,0,0,0,0,0,0
632,632GA,east meadow,03,2015-04-15,0,0,1,1,0,0,0,0,0
632,632HA,valley stream,03,2015-04-15,0,0,0,0,0,0,0,0,0
632,632HB,riverhead,03,2015-04-15,0,0,0,0,0,0,0,0,0
632,632HC,bay shore,03,2015-04-15,0,0,0,0,0,0,0,0,0
632,632HD,patchoque,03,2015-04-15,0,0,0,0,0,0,0,0,0
460,99999,"wilmington, de",04,2015-04-15,0,0,5,4,1,0,0,0,0
460,460,wilmington,04,2015-04-15,1,0,1,1,0,0,0,0,0
460,460GA,sussex county,04,2015-04-15,0,0,0,0,0,0,0,0,0
460,460GC,kent county,04,2015-04-15,0,0,4,3,1,0,0,0,0
460,460GD,cape may uscg,04,2015-04-15,0,0,0,0,0,0,0,0,0
460,460HE,atlantic county,04,2015-04-15,0,0,0,0,0,0,0,0,0
460,460HG,cumberland county,04,2015-04-15,0,0,0,0,0,0,0,0,0
460,460HK,moc wilmington,04,2015-04-15,0,0,0,0,0,0,0,0,0
460,460MA,ides dover afb,04,2015-04-15,0,0,0,0,0,0,0,0,0
503,99999,"altoona, pa",04,2015-04-15,0,3,1,1,0,0,0,0,0
503,503,james e. van zandt va(altoona),04,2015-04-15,1,0,1,1,0,0,0,0,0
503,503GA,johnstown,04,2015-04-15,0,0,0,0,0,0,0,0,0
503,503GB,dubois (clearfield),04,2015-04-15,0,0,0,0,0,0,0,0,0
503,503GC,state college (centre county),04,2015-04-15,0,0,0,0,0,0,0,0,0
503,503GD,huntingdon,04,2015-04-15,0,0,0,0,0,0,0,0,0
503,503GE,indiana,04,2015-04-15,0,0,0,0,0,0,0,0,0
529,99999,"butler, pa",04,2015-04-15,0,0,1,1,0,0,0,0,0
529,529,butler,04,2015-04-15,1,0,0,0,0,0,0,0,0
529,529GA,mercer county,04,2015-04-15,0,0,1,1,0,0,0,0,0
529,529GB,lawrence county,04,2015-04-15,0,0,0,0,0,0,0,0,0
529,529GC,armstrong county (kittanning),04,2015-04-15,0,0,0,0,0,0,0,0,0
529,529GD,clarion county,04,2015-04-15,0,0,0,0,0,0,0,0,0
529,529GF,cranberry township,04,2015-04-15,0,0,0,0,0,0,0,0,0
540,99999,"clarksburg, wv",04,2015-04-15,0,1,14,5,6,3,0,0,0
540,540,clarksburg,04,2015-04-15,1,0,13,4,6,3,0,0,0
540,540GA,tucker county,04,2015-04-15,0,0,1,1,0,0,0,0,0
540,540GB,wood county veterans center,04,2015-04-15,0,0,0,0,0,0,0,0,0
540,540GC,braxton,04,2015-04-15,0,0,0,0,0,0,0,0,0
540,540GD,monongalia,04,2015-04-15,0,0,0,0,0,0,0,0,0
540,540HK,rmu,04,2015-04-15,0,0,0,0,0,0,0,0,0
542,99999,"coatesville, pa",04,2015-04-15,0,19,2,0,2,0,0,0,0
542,542,coatesville,04,2015-04-15,1,0,2,0,2,0,0,0,0
542,542BU,vadom coatesville,04,2015-04-15,0,0,0,0,0,0,0,0,0
542,542GA,springfield,04,2015-04-15,0,0,0,0,0,0,0,0,0
542,542GE,spring city,04,2015-04-15,0,0,0,0,0,0,0,0,0
562,99999,"erie, pa",04,2015-04-15,0,30,0,0,0,0,0,0,0
562,562,erie,04,2015-04-15,1,0,0,0,0,0,0,0,0
562,562GA,crawford county primary care cli,04,2015-04-15,0,0,0,0,0,0,0,0,0
562,562GB,ashtabula county primary care cli,04,2015-04-15,0,0,0,0,0,0,0,0,0
562,562GC,mckean county primary care clini,04,2015-04-15,0,0,0,0,0,0,0,0,0
562,562GD,venango,04,2015-04-15,0,0,0,0,0,0,0,0,0
562,562GE,warren,04,2015-04-15,0,0,0,0,0,0,0,0,0
595,99999,"lebanon, pa",04,2015-04-15,0,0,30,4,15,3,2,0,6
595,595,lebanon,04,2015-04-15,1,0,30,4,15,3,2,0,6
595,595GA,camp hill outpatient clinic,04,2015-04-15,0,0,0,0,0,0,0,0,0
595,595GC,lancaster,04,2015-04-15,0,0,0,0,0,0,0,0,0
595,595GD,reading,04,2015-04-15,0,0,0,0,0,0,0,0,0
595,595GE,york county,04,2015-04-15,0,0,0,0,0,0,0,0,0
595,595GF,pottsville/fracksville,04,2015-04-15,0,0,0,0,0,0,0,0,0
642,99999,"philadelphia, pa",04,2015-04-15,0,1,213,81,38,42,23,9,20
642,642,philadelphia,04,2015-04-15,1,0,204,76,36,40,23,9,20
642,642GA,outpatient clinic at marshall hall,04,2015-04-15,0,0,1,1,0,0,0,0,0
642,642GC,willow grove pa,04,2015-04-15,0,0,6,2,2,2,0,0,0
642,642GD,gloucester,04,2015-04-15,0,0,2,2,0,0,0,0,0
646,99999,"pittsburgh, pa",04,2015-04-15,0,4,83,18,8,27,13,13,4
646,646,pittsburgh hcs-univ dr,04,2015-04-15,1,0,16,7,2,1,2,4,0
646,646A4,heinz division hcs,04,2015-04-15,0,0,34,7,2,16,4,4,1
646,646GA,belmont,04,2015-04-15,0,0,10,2,3,3,0,2,0
646,646GB,westmoreland,04,2015-04-15,0,0,13,0,1,7,2,0,3
646,646GC,beaver cboc,04,2015-04-15,0,0,2,0,0,0,2,0,0
646,646GD,washington county,04,2015-04-15,0,0,6,2,0,0,2,2,0
646,646GE,fayette county,04,2015-04-15,0,0,2,0,0,0,1,1,0
693,99999,"wilkes-barre, pa",04,2015-04-15,0,0,265,21,20,30,63,95,36
693,693,wilkes barre,04,2015-04-15,1,0,14,3,6,4,1,0,0
693,693B4,allentown,04,2015-04-15,0,0,154,3,2,8,49,68,24
693,693GA,sayre,04,2015-04-15,0,0,0,0,0,0,0,0,0
693,693GB,williamsport,04,2015-04-15,0,0,97,15,12,18,13,27,12
693,693GC,tobyhanna,04,2015-04-15,0,0,0,0,0,0,0,0,0
693,693GF,berwick (columbia co.),04,2015-04-15,0,0,0,0,0,0,0,0,0
693,693GG,northampton county,04,2015-04-15,0,0,0,0,0,0,0,0,0
512,99999,"baltimore hcs, md",05,2015-04-15,0,10,47,21,6,9,1,0,10
512,512,baltimore,05,2015-04-15,1,0,27,7,4,7,1,0,8
512,512A5,perry point,05,2015-04-15,0,0,3,0,1,0,0,0,2
512,512GA,cambridge,05,2015-04-15,0,0,1,1,0,0,0,0,0
512,512GC,glen burnie,05,2015-04-15,0,0,2,0,0,2,0,0,0
512,512GD,loch raven,05,2015-04-15,0,0,11,10,1,0,0,0,0
512,512GE,pocomoke city,05,2015-04-15,0,0,1,1,0,0,0,0,0
512,512GF,fort howard,05,2015-04-15,0,0,0,0,0,0,0,0,0
512,512GG,fort meade,05,2015-04-15,0,0,2,2,0,0,0,0,0
613,99999,"martinsburg, wv",05,2015-04-15,0,0,4,1,2,0,0,0,1
613,613,martinsburg,05,2015-04-15,1,0,4,1,2,0,0,0,1
613,613BU,vadom martinsburg,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GA,cumberland,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GB,hagerstown,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GC,stephens city,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GD,franklin,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GE,petersburg,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GF,harrisonburg,05,2015-04-15,0,0,0,0,0,0,0,0,0
613,613GG,fort detrick,05,2015-04-15,0,0,0,0,0,0,0,0,0
688,99999,"washington, dc",05,2015-04-15,0,9,8,8,0,0,0,0,0
688,688,washington,05,2015-04-15,1,0,8,8,0,0,0,0,0
688,688GA,fort belvoir,05,2015-04-15,0,0,0,0,0,0,0,0,0
688,688GB,southeast washington,05,2015-04-15,0,0,0,0,0,0,0,0,0
688,688GC,landover/greenbelt (prince georg,05,2015-04-15,0,0,0,0,0,0,0,0,0
688,688GD,charlotte hall,05,2015-04-15,0,0,0,0,0,0,0,0,0
688,688GE,southern prince georges county,05,2015-04-15,0,0,0,0,0,0,0,0,0
517,99999,"beckley, wv",06,2015-04-15,0,0,229,36,8,14,19,14,136
517,517,beckley,06,2015-04-15,1,0,227,36,8,14,19,14,134
517,517GB,greenbrier county,06,2015-04-15,0,0,2,0,0,0,0,0,2
517,517HK,beckley moc,06,2015-04-15,0,0,0,0,0,0,0,0,0
558,99999,"durham, nc",06,2015-04-15,0,161,334,82,63,51,42,59,37
558,558,durham,06,2015-04-15,1,0,308,79,55,43,37,58,36
558,558GA,greenville,06,2015-04-15,0,0,10,1,4,4,1,0,0
558,558GB,raleigh,06,2015-04-15,0,0,7,1,4,0,2,0,0
558,558GC,morehead city,06,2015-04-15,0,0,9,1,0,4,2,1,1
565,99999,"fayetteville, nc",06,2015-04-15,0,101,635,386,102,50,29,18,50
565,565,fayetteville nc,06,2015-04-15,1,0,329,279,11,6,4,7,22
565,565GA,jacksonville,06,2015-04-15,0,0,132,59,51,17,4,0,1
565,565GC,new hanover county ( wilmingto,06,2015-04-15,0,0,79,28,17,9,11,2,12
565,565GD,hamlet,06,2015-04-15,0,0,38,11,13,8,3,0,3
565,565GE,robeson county,06,2015-04-15,0,0,56,8,10,10,7,9,12
565,565GF,goldsboro,06,2015-04-15,0,0,1,1,0,0,0,0,0
565,565MB,ides fort bragg,06,2015-04-15,0,0,0,0,0,0,0,0,0
565,565MD,ides camp lejeune,06,2015-04-15,0,0,0,0,0,0,0,0,0
590,99999,"hampton, va",06,2015-04-15,0,31,45,12,8,1,24,0,0
590,590,hampton,06,2015-04-15,1,0,31,7,7,1,16,0,0
590,590GB,norfolk/virginia beach cboc,06,2015-04-15,0,0,12,3,1,0,8,0,0
590,590GC,albemarle cboc,06,2015-04-15,0,0,2,2,0,0,0,0,0
590,590MA,ides portsmouth,06,2015-04-15,0,0,0,0,0,0,0,0,0
590,590MB,ides langley,06,2015-04-15,0,0,0,0,0,0,0,0,0
590,590MC,ides fort eustis,06,2015-04-15,0,0,0,0,0,0,0,0,0
637,99999,"asheville, nc",06,2015-04-15,0,7,47,20,9,6,12,0,0
637,637,asheville-oteen,06,2015-04-15,1,0,25,14,6,2,3,0,0
637,637GA,franklin nc cboc,06,2015-04-15,0,0,5,2,1,2,0,0,0
637,637GB,rutherfordton cboc,06,2015-04-15,0,0,17,4,2,2,9,0,0
652,99999,"richmond, va",06,2015-04-15,0,3,285,65,56,87,14,12,49
652,652,richmond,06,2015-04-15,1,0,284,64,56,87,14,12,49
652,652GA,stafford/fredericksburg,06,2015-04-15,0,0,1,1,0,0,0,0,0
652,652GE,"charlottesville cboc, va",06,2015-04-15,0,0,0,0,0,0,0,0,0
652,652GF,"emporia, va",06,2015-04-15,0,0,0,0,0,0,0,0,0
658,99999,"salem, va",06,2015-04-15,0,15,247,34,24,28,21,16,123
658,658,salem,06,2015-04-15,1,0,239,33,17,28,21,16,123
658,658GA,tazewell,06,2015-04-15,0,0,0,0,0,0,0,0,0
658,658GB,danville,06,2015-04-15,0,0,0,0,0,0,0,0,0
658,658GC,lynchburg,06,2015-04-15,0,0,1,1,0,0,0,0,0
658,658GD,staunton,06,2015-04-15,0,0,7,0,7,0,0,0,0
658,658GE,wytheville,06,2015-04-15,0,0,0,0,0,0,0,0,0
659,99999,"salisbury, nc",06,2015-04-15,0,43,1190,135,284,286,278,90,112
659,659,w.g. (bill) hefner salisbury vamc,06,2015-04-15,1,0,1003,114,235,245,233,77,96
659,659BY,winston-salem,06,2015-04-15,0,0,8,3,2,0,1,0,2
659,659GA,charlotte,06,2015-04-15,0,0,166,18,43,40,42,12,10
659,659GB,hickory,06,2015-04-15,0,0,13,0,4,1,2,1,4
508,99999,"atlanta, ga",07,2015-04-15,0,28,96,36,21,39,0,0,0
508,508,atlanta,07,2015-04-15,1,0,95,35,21,39,0,0,0
508,508GA,fort mcpherson,07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GE,ne georgia/oakwood,07,2015-04-15,0,0,1,1,0,0,0,0,0
508,508GF,austell,07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GG,stockbridge,07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GH,lawrenceville (gwinnett county),07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GI,newnan,07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GJ,blairsville,07,2015-04-15,0,0,0,0,0,0,0,0,0
508,508GK,trinka davis veterans village cbo,07,2015-04-15,0,0,0,0,0,0,0,0,0
509,99999,"augusta, ga",07,2015-04-15,0,1,98,43,8,23,17,3,4
509,509,augusta,07,2015-04-15,1,0,4,3,0,1,0,0,0
509,509A0,lenwood (uptown),07,2015-04-15,0,0,94,40,8,22,17,3,4
509,509GA,"athens, ga cboc",07,2015-04-15,0,0,0,0,0,0,0,0,0
509,509GB,aiken cboc,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,99999,"birmingham, al",07,2015-04-15,0,2,79,31,16,14,9,3,6
521,521,birmingham,07,2015-04-15,1,0,72,31,16,14,3,3,5
521,521GA,huntsville al,07,2015-04-15,0,0,1,0,0,0,0,0,1
521,521GB,decatur al/madison,07,2015-04-15,0,0,6,0,0,0,6,0,0
521,521GC,florence al (shoals area),07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GD,rainbow city,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GE,anniston/oxford al,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GF,jasper al,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GG,bessemer cboc,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GH,childersburg cboc,07,2015-04-15,0,0,0,0,0,0,0,0,0
521,521GI,guntersville,07,2015-04-15,0,0,0,0,0,0,0,0,0
534,99999,"charleston, sc",07,2015-04-15,0,46,108,16,73,19,0,0,0
534,534,charleston,07,2015-04-15,1,0,80,12,68,0,0,0,0
534,534BY,savannah,07,2015-04-15,0,0,0,0,0,0,0,0,0
534,534GB,myrtle beach,07,2015-04-15,0,0,28,4,5,19,0,0,0
534,534GC,beaufort,07,2015-04-15,0,0,0,0,0,0,0,0,0
534,534GD,"goose creek, sc",07,2015-04-15,0,0,0,0,0,0,0,0,0
534,534GE,hinesville,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,99999,"columbia, sc",07,2015-04-15,0,31,1080,143,304,169,185,60,213
544,544,columbia sc,07,2015-04-15,1,0,565,50,90,63,161,59,136
544,544BZ,greenville sc,07,2015-04-15,0,0,514,92,214,106,24,1,77
544,544GB,florence sc,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544GC,rock hill,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544GD,anderson county,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544GE,orangeburg county,07,2015-04-15,0,0,1,1,0,0,0,0,0
544,544GF,sumter county,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544GG,"spartanburg,sc cboc",07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544HK,columbia va mobile clinic,07,2015-04-15,0,0,0,0,0,0,0,0,0
544,544MB,ides ft jackson,07,2015-04-15,0,0,0,0,0,0,0,0,0
557,99999,"dublin, ga",07,2015-04-15,0,27,1254,153,171,260,180,62,425
557,557,dublin,07,2015-04-15,1,0,669,145,154,211,81,50,25
557,557GA,macon ga,07,2015-04-15,0,0,12,2,2,7,0,0,1
557,557GB,albany ga,07,2015-04-15,0,0,99,6,7,24,33,12,17
557,557GC,baldwin county,07,2015-04-15,0,0,0,0,0,0,0,0,0
557,557GE,brunswick,07,2015-04-15,0,0,11,0,1,10,0,0,0
557,557HA,perry,07,2015-04-15,0,0,463,0,7,8,66,0,382
619,99999,"central alabama veterans hcs, al",07,2015-04-15,0,3,160,25,3,64,10,13,45
619,619,montgomery,07,2015-04-15,1,0,73,3,0,56,1,5,8
619,619A4,tuskegee,07,2015-04-15,0,0,71,18,2,7,8,6,30
619,619GA,columbus,07,2015-04-15,0,0,0,0,0,0,0,0,0
619,619GB,dothan,07,2015-04-15,0,0,2,2,0,0,0,0,0
